Gender,Age,Height,Weight,family_history_with_overweight,eat_junk_food,eat_vegetables,meals_per_day,eat_refreshment,SMOKE,water_consumption,track_calories,workout,screen_time,alcohol,transportation_type,normal_weight,metric
Female,25.748627,65.699641777,230.98717334528,yes,yes,3,3,Sometimes,no,1.526416,no,0.180158,0.747909,Sometimes,Public_Transportation,no,USA
Male,38.2181191508099,69.2374301408736,258.541863871467,yes,yes,2.611222,2.9488488582658,Sometimes,no,1.81259961418574,no,0.658479753358567,0.207069381557635,Sometimes,Automobile,no,USA
Male,21.0982022798723,68.3014316522815,206.70650077066,yes,yes,2,2.93800967804029,Sometimes,no,1.98876068512422,no,-0.02919998632141,0.007875890461847,Sometimes,Public_Transportation,no,USA
Female,21.67447,67.707910578,291.58868061796,yes,yes,3,3,Sometimes,no,1.777805,no,1.584716,0.927341,Sometimes,Public_Transportation,no,USA
Female,22,64.960665,143.3003,yes,yes,2,3,Frequently,no,2,yes,1,0,no,Automobile,yes,USA
Female,21.95994,58.3970394084,138.65799418746,yes,no,2,1.680838,Sometimes,no,1.833635,no,0.281876,0.575848,no,Public_Transportation,no,USA
Male,23.252906,1.775815,97.813023,yes,yes,2,3,Sometimes,no,3,no,3,2,no,Public_Transportation,no,EU
Male,33.009285,68.5509031592,186.89302067238,yes,yes,2,3,Sometimes,no,2.035954,no,1.210736,0,no,Automobile,no,USA
Male,18,72.834685,145.50492,no,yes,2,3,Frequently,no,1,no,1,1,Sometimes,Public_Transportation,yes,USA
Female,34.231083,65.1207831967,175.70221302436,yes,yes,2.086898,1.818026,Sometimes,no,2.088929,no,0.305422,1.040787,no,Automobile,no,USA
Male,30.554956,70.0447622336,265.8792443428,yes,yes,2.671238,3,Sometimes,no,2.145368,no,0.882709,0.593917,Sometimes,Automobile,no,USA
Female,21.0662365198478,59.2365361219882,140.461675693835,yes,no,2,3.04962790558217,Sometimes,no,2.00521272397374,no,2.0548259953385,2.00488669716793,Sometimes,Public_Transportation,no,USA
Female,26,62.598459,103.61714,yes,yes,2,1,Sometimes,no,2,no,0,2,Sometimes,Public_Transportation,yes,USA
Male,20.034005539233,74.0943991384728,249.135102069503,yes,yes,2,2.12222837944062,Sometimes,no,2.55041896092562,no,0.91031840247379,1.311437255024,Sometimes,Public_Transportation,no,USA
Male,21,1.676014,75,yes,yes,2,3,Sometimes,no,1.164062,no,1,0,Sometimes,Public_Transportation,no,EU
Male,24,1.7,68,no,yes,3,3,Sometimes,no,2,no,0,0,Sometimes,Motorbike,yes,EU
Female,20.871153,66.5596422414,286.09164363142,yes,yes,3,3,Sometimes,no,1.154698,no,1.71836,0.959218,Sometimes,Public_Transportation,no,USA
Male,23.096353,68.0387375283,215.96435253338,yes,yes,2,2.986172,Sometimes,no,2.364208,no,2.492402,1.632506,no,Public_Transportation,no,USA
Male,20.803186,1.882533,117.468516,yes,yes,2,2.18162,Sometimes,no,2.325091,no,0.891444,1.223661,Sometimes,Public_Transportation,no,EU
Female,18,64.566964,130.07258,yes,yes,2,3,Sometimes,no,1,no,1,1,Sometimes,Public_Transportation,yes,USA
Male,17.038222,67.3450757364,113.73386339788,no,yes,2,2.057935,Sometimes,no,2.371015,no,0.288032,0.714627,Sometimes,Public_Transportation,no,USA
Male,23.801436,1.855779,86.098523,yes,yes,2,2.372339,Sometimes,no,1.675733,no,1.066241,1,Sometimes,Automobile,no,EU
Female,25.6531607215932,1.61671913926518,107.996785102178,yes,yes,3,2.99897304184278,Sometimes,no,2.46753969587062,no,0.010636087092842,0.571175929490369,Sometimes,Public_Transportation,no,EU
Male,27.0295307371842,1.69256709965733,68.8647106525491,yes,no,3,0.970072573928231,Frequently,no,1.95939356754985,no,2.0224265258511,0.035125302957706,Frequently,Public_Transportation,yes,EU
Female,23,65.748067,165.3465,yes,yes,2,3,Frequently,yes,2,no,0,2,no,Walking,no,USA
Male,18.128249,66.9070046337,114.8310939534,yes,yes,2.853513,3,Sometimes,no,2,no,0.680464,1.258881,Sometimes,Public_Transportation,no,USA
Male,31.5799616952309,1.75265917058214,122.858463403074,yes,yes,2.9673,2.95220345192017,Sometimes,no,2.54046376057479,no,0.930274876722662,1.34570459858767,Sometimes,Automobile,no,EU
Male,22,64.960665,123.45872,no,no,3,3,Sometimes,no,3,no,2,0,Sometimes,Public_Transportation,yes,USA
Male,24.0664670575447,1.74867870956134,115.106509725339,yes,yes,1.451337,2.96230227223261,Sometimes,no,1.97189834917384,no,1.35744456180083,0.6877815837797,Sometimes,Public_Transportation,no,EU
Male,22.9933347081693,1.74777997594688,116.990704297183,yes,yes,1.617093,3.00619623754666,Sometimes,no,1.93669030743029,no,1.87792412292982,0.598411583458026,Sometimes,Public_Transportation,no,EU
Male,30.702559,1.86198,126.418413,yes,yes,2.927187,3,Sometimes,no,1.508796,no,0.902776,1.015467,Sometimes,Public_Transportation,no,EU
Male,39.656559,70.4721640392,216.10074575892,yes,yes,2.043359,2.209314,Sometimes,no,2.785804,no,1.259613,0.669616,Sometimes,Automobile,no,USA
Female,20.102241,71.5302748468,339.4231739459,yes,yes,3,3,Sometimes,no,2.414739,no,1.917014,0.927982,Sometimes,Public_Transportation,no,USA
Male,37.2676604929938,1.74502402143462,117.410065374139,yes,yes,2.09283,2.97383518190899,Sometimes,no,2.07234157880402,no,0.63502603726204,-0.023810973928106,Sometimes,Automobile,no,EU
Female,21.2431267689135,67.8182832519036,297.405357994349,yes,yes,3,2.9520192044026,Sometimes,no,1.74648352197381,no,1.60425368661742,0.92357350324567,Sometimes,Public_Transportation,no,USA
Female,23,66.1935003114,176.45161627324,yes,yes,2,2.9796,Sometimes,no,1.964435,no,0.189957,1.73216,no,Public_Transportation,no,USA
Female,38.148845,1.557808,79.661693,yes,yes,2,3,Sometimes,no,1.274774,no,0,0,Sometimes,Automobile,no,EU
Male,25.879411,1.765464,114.144378,yes,yes,1.626369,3,Sometimes,no,2.109697,no,1.352973,0.076693,Sometimes,Public_Transportation,no,EU
Male,22.591439,64.960665,176.3696,yes,yes,2,3,Sometimes,no,2,no,0.451078,2,no,Public_Transportation,no,USA
Male,29.389239,66.2147995355,198.4158,yes,yes,2.08841,2.644692,Sometimes,no,2.773236,no,1.252472,0,Sometimes,Automobile,no,USA
Male,22.735328,67.8709421621,208.87427918104,yes,yes,2,3,Sometimes,no,2.183149,no,1.932386,0.212767,no,Public_Transportation,no,USA
Female,18.2776516203452,1.64675537336818,67.7602308674685,yes,yes,2,1.39413428166785,Sometimes,no,1.83481993443234,no,-0.08051167736864,1.34374369646905,no,Public_Transportation,no,EU
Female,26,1.637725,111.208963,yes,yes,3,3,Sometimes,no,2.70914,no,0,0.110518,Sometimes,Public_Transportation,no,EU
Male,28.493397,71.5579913972,266.352928996,yes,yes,2.969233,3,Sometimes,no,2.807984,no,0.982134,1.191998,Sometimes,Public_Transportation,no,USA
Male,18,68.503974,141.09568,yes,yes,3,4,Sometimes,no,1,yes,2,0,Sometimes,Public_Transportation,yes,USA
Female,18,1.63,51,yes,yes,1,3,Frequently,no,1,no,1,0,Sometimes,Public_Transportation,yes,EU
Female,20.0094692326424,60.6793560777279,89.0147064299719,yes,yes,1,3.02518677646951,Sometimes,no,1.98909068076313,no,2.95240731101048,1.96975353905255,Sometimes,Public_Transportation,no,USA
Male,24.001889,63.5462941575,221.00279769524,yes,yes,2.880483,1.703299,Sometimes,no,1.006378,no,1.076729,1.058007,no,Public_Transportation,no,USA
Male,19.337404,73.2255119827,192.03525052536,yes,yes,2.21232,4,Sometimes,no,2.374044,no,2,0.622638,Sometimes,Public_Transportation,no,USA
Male,22.969366,66.9935007434,209.4389,yes,yes,2,3,Sometimes,no,2.133469,no,1.030199,1.082838,no,Public_Transportation,no,USA
Male,29.791101,67.0597606217,226.17675203002,yes,yes,2.654792,1.077331,Sometimes,no,1.345407,no,0.327418,0.386861,no,Public_Transportation,no,USA
Male,21.81119,67.427595466,113.75529009966,yes,yes,3,3.156153,Frequently,no,1.253803,no,0.544784,0.256382,no,Public_Transportation,no,USA
Female,21,1.67,75,yes,yes,2,3,Sometimes,no,2,no,1,0,Sometimes,Public_Transportation,no,EU
Female,21.030909,1.71818,133.466763,yes,yes,3,3,Sometimes,no,1.517215,no,1.486289,0.937492,Sometimes,Public_Transportation,no,EU
Female,20.2300537425577,1.54741866492929,44.8572930563163,no,yes,3,2.84325861808135,Frequently,no,0.966876327462797,no,0.703583932918728,0.000218574840171,Sometimes,Public_Transportation,no,EU
Male,20.156664,63.7838533409,227.94305609548,yes,yes,2.766441,1.240424,Sometimes,no,1.413218,no,0.165269,0.862587,no,Public_Transportation,no,USA
Male,20.013906,1.647821,106.509947,yes,yes,2.869778,1.468948,Sometimes,no,1.656082,no,0,1.444033,no,Public_Transportation,no,EU
Female,19.431662,64.2386961062,180.77884,yes,yes,2.843456,2.937989,Sometimes,no,1.001995,no,0,1.554404,no,Public_Transportation,no,USA
Male,17.888073,1.841879,60,yes,yes,3,3.732126,Sometimes,no,2,no,2.000934,0.384662,no,Automobile,no,EU
Female,18.845518,1.753471,80,yes,yes,2,1.391778,Sometimes,no,2.64548,no,2.685087,0.97554,no,Public_Transportation,no,EU
Male,21,63.2049160204,150.41353068082,no,yes,2,1.9154,no,no,3,no,1,0,Sometimes,Public_Transportation,no,USA
Male,16.198153,1.691007,52.629374,no,yes,2,2.000986,Sometimes,no,2.673835,no,0.99295,0.474836,Sometimes,Public_Transportation,no,EU
Male,30.3046504052372,71.6313010722876,188.973836627204,no,yes,3,2.97516050234509,Sometimes,no,1.17538115442783,no,1.95336245671283,-0.028151756652172,no,Automobile,no,USA
Female,25.9006543346567,1.61248236365716,100.093572842472,yes,yes,3,2.99369632108118,Sometimes,no,0.988816453482599,no,0.039246351941789,1.00339114868938,Sometimes,Public_Transportation,no,EU
Male,19.394386769899,1.76648616183125,78.5326768213034,yes,yes,2,2.99657840297476,Frequently,no,2.99746892006237,no,1.02097356447058,2.06006130508806,Frequently,Public_Transportation,no,EU
Male,17.971786,69.0725176141,187.39905812408,yes,yes,2.765769,3,Sometimes,no,2.845134,no,1,0.42683,Sometimes,Public_Transportation,no,USA
Male,19.5117426699335,1.66071289620294,78.098977332608,yes,no,2.008656,1.39537880929299,Sometimes,no,3.03309474899101,no,0.129938864342438,0.37226026212228,Sometimes,Public_Transportation,no,EU
Male,21.353237,1.709731,95.032177,yes,yes,2,2.973476,Sometimes,no,2,no,0,1.331527,no,Public_Transportation,no,EU
Male,18,68.4528716102,110.77923828774,yes,yes,1.871213,3,Sometimes,no,1.283738,no,0.684879,1.487223,Sometimes,Public_Transportation,no,USA
Female,22.846357,69.1906672842,294.01935353428,yes,yes,3,3,Sometimes,no,2.84837,no,1.206059,0.766668,Sometimes,Public_Transportation,no,USA
Female,18.988581,1.544263,41.535047,no,yes,2.68601,1,Sometimes,no,1.310074,no,0,1.0647,Sometimes,Public_Transportation,no,EU
Female,24,66.92917,176.3696,yes,yes,2,3,Sometimes,no,3,no,0,0,no,Public_Transportation,no,USA
Male,21,1.81,80,no,no,1,3,no,no,2,no,2,0,no,Public_Transportation,yes,EU
Female,39.213399,1.586301,80,yes,yes,2.020502,1.237454,Sometimes,no,1.93142,no,1.967973,0,Sometimes,Automobile,no,EU
Male,17.9579387743031,67.5772157350292,124.86678793437,no,yes,2,4.04314884686897,Sometimes,no,2.02117080480225,no,2.05439937986281,1.02326369815934,Sometimes,Public_Transportation,yes,USA
Female,18.603496,1.681719,90.671871,yes,yes,1.524428,3,Sometimes,no,1.383831,no,0.130417,1,Sometimes,Public_Transportation,no,EU
Male,18,70.2520851802,239.00973040978,yes,yes,2,2.475444,Sometimes,no,2.655795,no,1,0.169879,no,Public_Transportation,no,USA
Female,26,1.639524,111.945588,yes,yes,3,3,Sometimes,no,2.739351,no,0,0.064769,Sometimes,Public_Transportation,no,EU
Female,24.063874,68.3981865413,293.5817386689,yes,yes,3,3,Sometimes,no,2.846259,no,1.295759,0.723154,Sometimes,Public_Transportation,no,USA
Female,21,59.842552,92.59404,no,yes,3,1,Frequently,no,1,no,0,0,Sometimes,Public_Transportation,no,USA
Female,21.391371,1.730636,131.902591,yes,yes,3,3,Sometimes,no,1.419136,no,1.700889,0.930888,Sometimes,Public_Transportation,no,EU
Male,21,1.8,75,yes,yes,3,3,Frequently,no,1,no,2,0,Sometimes,Public_Transportation,yes,EU
Female,18,1.6,55,no,yes,2,4,Frequently,no,2,no,2,1,Sometimes,Public_Transportation,yes,EU
Female,26,64.6299955301,246.54469166888,yes,yes,3,3,Sometimes,no,2.552388,no,0,0.196288,Sometimes,Public_Transportation,no,USA
Male,41,1.8,92,yes,yes,2,1,Frequently,no,3,no,1,0,Sometimes,Automobile,no,EU
Female,45.821267,1.687326,80.413997,yes,yes,2.076689,3,Sometimes,no,1.026729,no,0.647798,0,no,Automobile,no,EU
Female,23.9170920308536,1.57989085381042,78.3461452309704,yes,yes,2,1.00002044366179,Sometimes,no,2.01128777100836,no,0.107297605973116,0.064696484050176,no,Public_Transportation,no,EU
Female,23.9154172331019,1.73873449328944,133.240331475613,yes,yes,3,2.97376329154558,Sometimes,no,2.83262845653909,no,1.14034624065982,0.576087531620271,Sometimes,Public_Transportation,no,EU
Male,20.31094,72.8120471925,187.89560909592,yes,yes,2.146598,3,Sometimes,no,2.100112,no,1.17116,0.833761,Sometimes,Public_Transportation,no,USA
Female,18.152876,66.7310990269,203.94525592364,yes,yes,2.107854,3,Sometimes,no,1.383894,no,1.030526,0.831412,Sometimes,Public_Transportation,no,USA
Female,21,1.55,57,no,yes,2,4,Frequently,no,2,yes,2,0,Sometimes,Automobile,yes,EU
Male,25.01277,70.4168096786,259.81303620162,yes,yes,2.191108,2.993856,Sometimes,no,2.444917,no,1.055854,0.145284,Sometimes,Public_Transportation,no,USA
Female,22.978655,1.664622,114.465425,yes,yes,3,3,Sometimes,no,2.408442,no,0.194056,0.803141,Sometimes,Public_Transportation,no,EU
Male,27,1.85,75,yes,yes,2,1,Sometimes,no,2,no,1,0,no,Walking,yes,EU
Male,25,63.385861,198.4158,yes,yes,1,3,Sometimes,no,1,no,0,0,Sometimes,Public_Transportation,no,USA
Female,20.2328007794359,1.6360254005468,52.3125971032338,no,no,3,2.93637232162982,Sometimes,yes,2.02737046045688,no,1.96300030713349,0.986872795588253,Sometimes,Automobile,no,EU
Male,21.380336,67.9070839139,181.388086737,yes,yes,2.09449,1.873484,Sometimes,no,2,no,2.079709,0.880414,Sometimes,Public_Transportation,no,USA
Male,19,1.7,65,yes,no,2,3,Frequently,no,2,no,1,0,no,Public_Transportation,yes,EU
Female,18.7941884102443,65.6380269798544,110.195421187576,no,yes,1.4925,3.09342147234407,Sometimes,no,1.07050511405464,no,1.98004596946324,0.958198242182776,Sometimes,Public_Transportation,no,USA
Female,25.7818111168399,63.5082279971502,225.114990569533,yes,yes,3,2.93983523843527,Sometimes,no,1.05608823871544,no,0.020688506724001,1.0102351703379,Sometimes,Public_Transportation,no,USA
Female,19.054008,1.556611,39.695295,no,yes,1.889199,2.217651,Sometimes,no,2.013605,no,2.075293,1.683261,Sometimes,Public_Transportation,no,EU
Female,21.5832852532638,1.49623969345631,63.9290410934635,yes,no,2,1.53878281306816,Sometimes,no,2.00908630249286,no,0.277041544606268,0.553747211110748,no,Public_Transportation,no,EU
Male,22.927011,68.9388561246,210.06919644876,yes,yes,2,3,Sometimes,no,2.530301,no,2.89118,1.287117,no,Public_Transportation,no,USA
Male,27,64.566964,171.96036,yes,yes,2,1,Sometimes,no,2,no,0,0,Frequently,Automobile,no,USA
Female,19.4494638770265,1.67876030430934,126.587151915089,yes,yes,3,2.9885583893265,Sometimes,no,1.44339255142511,no,1.43756854756236,0.649963632358754,Sometimes,Public_Transportation,no,EU
Female,20.796266,70.7298807138,336.1465133785,yes,yes,3,3,Sometimes,no,2.322003,no,0.886602,0.843283,Sometimes,Public_Transportation,no,USA
Female,37.063599,1.502609,75.279605,yes,yes,2,3,Sometimes,no,1.759803,no,0,0,Sometimes,Automobile,no,EU
Female,18.91505,64.3038142516,99.2079,no,yes,3,3,Sometimes,no,2.924594,yes,1.352558,0.220087,Sometimes,Public_Transportation,no,USA
Female,18.53084,61.9612933016,87.85440903294,no,yes,1.21498,1.717608,Sometimes,no,1.179942,no,0.684739,2,Sometimes,Public_Transportation,no,USA
Male,19.72925,1.793315,58.19515,yes,yes,2.508835,3.435905,Sometimes,no,2.076933,no,2.026668,1.443328,no,Automobile,no,EU
Male,30.79626,1.789421,109.599453,yes,yes,2.21498,2.282392,Sometimes,no,1.179942,no,1.771754,0.537659,Sometimes,Automobile,no,EU
Male,22,68.503974,165.3465,yes,yes,3,3,Frequently,no,1,no,1,0,no,Automobile,yes,USA
Male,18.2302727058606,68.7718472736645,218.742306632434,yes,yes,2,2.8861420543642,Frequently,no,2.07170776399847,no,1.99716783512087,-0.002462643482365,no,Public_Transportation,no,USA
Male,22.717249,1.708071,75,yes,yes,2.714447,3,Sometimes,no,3,no,1.096818,1.89388,Sometimes,Public_Transportation,no,EU
Male,18,72.6535431699,132.2772,yes,yes,3,4,Sometimes,no,2,no,2,0,no,Automobile,no,USA
Female,18,1.456346,55.523481,no,yes,2,3,Sometimes,no,1.040342,yes,0.497373,1.783319,Sometimes,Public_Transportation,no,EU
Male,22.352025,69.0831475411,231.48665646172,yes,yes,2.871137,3,Sometimes,no,2.627569,no,1,0,Sometimes,Public_Transportation,no,USA
Male,23,64.960665,128.97027,yes,no,2,3,Sometimes,no,2,no,0,0,no,Public_Transportation,yes,USA
Male,35.322112,70.078778,225.4575697121,yes,yes,2.787589,1.114564,Sometimes,no,3,no,2.710338,0.572185,Sometimes,Automobile,no,USA
Male,18,1.717826,51.7325,yes,yes,1.133844,3,Sometimes,no,1.325326,no,0.227985,1.708309,Sometimes,Public_Transportation,no,EU
Male,18,70.5606286539,238.63772283098,yes,yes,2,2.141839,Sometimes,no,2.939847,no,1,0.103056,Sometimes,Public_Transportation,no,USA
Male,21,1.7,65,yes,yes,2,1,Frequently,no,2,no,1,2,Always,Walking,yes,EU
Female,25.966504,64.202003173,231.02334013638,yes,yes,3,3,Sometimes,no,2.436097,no,0.129178,0.683736,Sometimes,Public_Transportation,no,USA
Female,19.314964,65.4096022503,110.08152455938,no,yes,2.205439,3,Sometimes,no,1.530531,no,2,1,Sometimes,Public_Transportation,no,USA
Male,25,65.354366,149.91416,no,yes,2,3,Sometimes,yes,1,no,1,1,Sometimes,Public_Transportation,yes,USA
Male,22.018228,64.0707432596,154.3234,no,yes,2,1,no,no,2.976177,no,0.780117,0,Sometimes,Public_Transportation,no,USA
Female,21.207423,1.707508,121.864326,yes,yes,3,3,Sometimes,no,1.615548,no,1.376534,0.926052,Sometimes,Public_Transportation,no,EU
Male,31.194323,74.3742133904,284.74286813852,yes,yes,2.889485,3,Sometimes,yes,1.279771,no,0.941424,0.008343,Sometimes,Public_Transportation,no,USA
Male,17.06713,1.896734,59.895052,yes,yes,2.842102,3.34175,Sometimes,no,2,no,2.511157,0.560351,no,Automobile,no,EU
Female,20.225396,1.550648,44.641796,no,yes,3,2.857787,Frequently,no,1,no,0.754646,0,Sometimes,Public_Transportation,no,EU
